date,startup,vertical,subvertical,location,investor,investment_type,amount
2016-01-11,FreshMenu,Consumer Internet,Online / Mobile Food Ordering platform,Bangalore,"Zodius Capital,Lightspeed Venture Partners",Private Equity,134.508
2016-01-11,Koovs,eCommerce,Online Fashion Apparel Retailer,Gurgaon,"Nahata Family,Waheed Alli",Private Equity,44.021
2016-01-11,SavvyMob,eCommerce,Last Minute Hotel Bookings mobile marketplace,Bangalore,"TV Moh,as Pai,LetsVenture Angel Fund",Seed Funding,8.152
2016-01-11,Wishup,Consumer Internet,Mobile app based Concierge Service,New Delhi,"500 Startups,Mato Peric,Tracxn Labs",Seed Funding,0.0
2016-03-11,Jolly Food Fellow,Technology,Food Related Marketing & Branding platform,Ahmedabad,Janak Parikh,Seed Funding,0.0
2016-04-11,Living Local,Consumer Internet,Social discovery platform,Mumbai,Rattan Chadha,Seed Funding,1.63
2016-04-11,OyoRooms,Consumer Internet,Online Branded Budget Room Booking Service,New Delhi,"SoftBank Group,Sequoia Capital,Lightspeed Venture Partners,Greenoaks Capital Partners,DSG Consumer Partners,Venture Nursery",Private Equity,815.2
2016-04-11,PriceRaja,Consumer Internet,Price Comparison Portal,Gurgaon,Prashant Puri,Seed Funding,2.446
2016-04-11,Vegfru,eCommerce,Online Fruit & Vegetable Marketplace,New Delhi,Wingify,Seed Funding,0.0
2016-05-11,Faircent,Consumer Internet,Online peer-to-peer lending platform,Gurgaon,"JM Financial Products Ltd,Arun Tadanki,Doreswamy N,kishore,Kshitij Jain",Private Equity,0.0
2016-05-11,Fractal Analytics,Technology,Data Analytics Company,Mumbai,Khazanah Nasional Berhad,Private Equity,815.2
2016-05-11,Zenify,Consumer Internet,Home rental Discovery & Booking Portal,Bangalore,Undisclosed Investors,Private Equity,7.337
2016-06-11,AutoSense,Technology,Data Analytics based Customer Management Services,New Delhi,TVS Automobile Solutions Ltd,Private Equity,0.0
2016-06-11,Jazzmyride,eCommerce,Auto Parts & Accessories eTailer,New Delhi,TVS Automobile Solutions Ltd,Private Equity,0.0
2016-06-11,Redsun Telematics,Consumer Internet,Internet of Things Platform,Chennai,TVS Automobile Solutions Ltd,Private Equity,0.0
2016-07-11,Overcart.com,eCommerce,Unboxed & refurbished electronic products marketplace,Gurgaon,"JSW Ventures,Omidiyar Network,Sattva Capital,Venture Works",Private Equity,24.456
2016-07-11,Purplle,eCommerce,Beauty Products Marketplace,Mumbai,"JSW Ventures,Blume Ventures,IvyCap Ventures",Private Equity,48.912
2016-07-11,Trak N Tell,Technology,Car Tracking & Safety System,Gurgaon,Brian Acton,Private Equity,28.532
2016-08-11,91SpringBoard,Consumer Internet,Co-Working Spaces Discovery & Booking platform,Mumbai,"Khattar Holdings,ThirtyThree Investments,Soumitra Sharma,Deepak Sharma,Sumit Dayal,Others",Private Equity,0.0
2016-08-11,Genextstudents,Consumer Internet,Online Tutoring Service provider,Mumbai,1Crowd (through crowd funding),Seed Funding,1.704
2016-08-11,Travelyaari,Consumer Internet,Online ticket booking platform,Bangalore,"Gujarat Venture Finance Limited (GVFL),Bennett Coleman,Co. Ltd",Private Equity,57.064
2016-08-11,Zenoti,Technology,Cloud Based Software Solutions Provider,Hyderabad,"Norwest Venture Partners,Accel Partners",Private Equity,122.28
2016-10-11,Deyor Camps,Consumer Internet,Branded Camping location Aggregator,Gurgaon,"Nitin Passi,Manickam Mahalingam,Udaan Angels,Rajesh Arora,Arkas Industries",Seed Funding,4.076
2016-10-11,Yupp TV,Consumer Internet,Internet-based TV streaming service provider,Bangalore,Emerald Media,Private Equity,407.6
2016-11-11,Life in Control,Consumer Internet,Online Diabetes Management platform,Gurgaon,RoundGlass Partners,Private Equity,0.0
2016-11-14,Active.ai,Technology,Banking & Fintech Platform,Singapore,"Kalaari Capital,IDG Ventures India",Private Equity,24.456
2016-11-14,ElastiRun,Technology,Tech driven Logistic & distribution platform,Pune,"Kalaari Capital,Norwest Venture Partners",Private Equity,16.304
2016-11-15,NoBroker,Consumer Internet,Online Rental discovery,Bangalore,Vijay Shekhar Sharma,Seed Funding,0.0
2016-11-15,PlaySimple,Technology,Mobile Gaming portal,Bangalore,"SAIF Partners,IDG Ventures India",Private Equity,32.608
2016-11-15,Zefo,eCommerce,Used Furniture & Appliances Marketplace,Bangalore,"Sequoia Capital India,Beenext Ventures,Helion Venture Partners",Private Equity,48.912
2016-11-16,Stasis Labs,Technology,Cloud based health monitoring platform,Bangalore,"RTP-HC,Wonder Ventures,Techstars Ventures,Others",Private Equity,40.76
2016-11-17,Koovs,eCommerce,Fashion eTailer,New Delhi,"Times of India Group,Existing investors",Private Equity,110.052
2016-11-17,Lawrato,Consumer Internet,Free Legal Advice,New Delhi,Indian Angel Network,Seed Funding,0.0
2016-11-17,Pictor Imaging,Consumer Internet,Product Photography Mobile App,Mumbai,Quarizon,Seed Funding,1.198
2016-11-17,Scienaptic,Technology,Data Analytics platform,Bangalore,Pramod Bhasin,Seed Funding,0.0
2016-11-17,Trip Tap Toe,Consumer Internet,Online Travel Portal,Gurgaon,R.S Sharma,Seed Funding,0.0
2016-11-18,AerMed,eCommerce,Online Pharmacy,Mumbai,Hitesh Windlass,Seed Funding,0.0
2016-11-18,GramCover,Finance,Insurance Marketplace for the Rural Sector,New Delhi,Omnivore Capital,Seed Funding,8.152
2016-11-18,WorkIndia,Consumer Internet,Job Board for Clue Collar Jobs,Mumbai,Asuka Holdings,Seed Funding,0.0
2016-11-21,Bats on delivery,Consumer Internet,"Online food, Grocery ordering & Delivery",Gurgaon,Devdeep Singh,Seed Funding,0.734
2016-11-21,numberz.in,Technology,Cash Flow Management Solution for Businesses,Gurgaon,"Kae Capital,Khosla Impact",Seed Funding,5.299
2016-11-22,Awesummly,Consumer Internet,Short News Mobile App,Bangalore,"Ameera Shah,Vivek Bhargava",Seed Funding,1.198
2016-11-22,Housing.com,Consumer Internet,Real Estate Portal,Mumbai,SoftBank Group,Private Equity,40.76
2016-11-22,Noddapp,Consumer Internet,App based networking platform,Mumbai,Undisclosed multiple investors,Seed Funding,1.198
2016-11-22,Shubh Loans,Technology,Consumer Finance & Credit Score platform,Bangalore,"Sanjai Vohra,V. Bunty Bohra",Seed Funding,0.0
2016-11-22,VoLT,Consumer Internet,E-Tech platform,Mumbai,YMS Mobitech,Seed Funding,0.0
2016-11-22,Vymo,Technology,SaaS-based predictive analytics platform,Bangalore,Sequoia Capital India,Private Equity,40.76
2016-11-23,Infisecure,Technology,Bot Protection Solutions,Mumbai,"IDG Ventures,Axilor Ventures",Seed Funding,4.891
2016-11-23,Knowlarity,Consumer Internet,Cloud Telephony Platform,Bangalore,"Delta Partners,Sequoia Capital India,Mayfield,Blacksoil,Trifecta Capital Advisors LLP",Private Equity,163.04
2016-11-23,Udaan,eCommerce,B2B Marketplace,Bangalore,"Lightspeed Venture Partners,Lightspeed US",Private Equity,81.52
2016-11-24,BetterPlace,Consumer Internet,Background Verification Services,Bangalore,Venture Highway,Seed Funding,0.0
2016-11-24,FroyoFit,Consumer Internet,Fitness Discovery Platform,Indore,"Dr. Pooja G,hi",Seed Funding,0.0
2016-11-24,Servify,Consumer Internet,Personal Device Assistant App,Mumbai,"Blume Ventures,Beenext Ventures,Barkawi Holdings GmbH,TM Service Technology Holdings GmbH,Sreevathsa Prabhakar",Private Equity,0.0
2016-11-24,ShareChat,Consumer Internet,Local Language Social Networking Platform,Mumbai,"Lightspeed India Partners,SAIF Partners,India Quotient,Venture Highway",Private Equity,32.608
2016-11-24,UClean,Consumer Internet,Tech Enabled Laundry Service Provider,Gurgaon,Franchise India,Private Equity,0.0
2016-11-25,121Policy,Consumer Internet,Online Insurance Platform,Kolkata,Xelpmoc,Seed Funding,0.0
2016-11-25,FunOnGo,Consumer Internet,Digital Media Content and Distribution platform,Mumbai,Reliance Entertainment,Private Equity,0.0
2016-11-25,Hubilo,Consumer Internet,End-to-end Event Organizers Solutions,Ahmedabad,"Girish Mathrubootham,VC Karthic,Miten Mehta,Umasankar Nistala,Rakesh Patel,Akash Bhavsar,Jeevan,han Rajagopal,Vikas Chadha,Others",Seed Funding,0.0
2016-11-26,TapChief,Consumer Internet,Professional Expert Advice Platform,Bangalore,"Paytm,Aprameya Radhakrishnan,Subramanya Venkat,Venk Krishnan",Seed Funding,0.0
2016-11-28,Kloseby,Consumer Internet,proximity based Rewards platform,Bangalore,Undisclosed Investors,Seed Funding,0.815
2016-11-28,WholeSaleBox,eCommerce,B2B Wholesale Apparel Marketplace,Jaipur,"Manish Maheshwari,Contrarian Vriddhi Fund",Private Equity,16.304
2016-11-29,Affordplan,Consumer Internet,Savings platform for Medical Expenses,New Delhi,"Prime Venture Partners,Kalaari Capital",Private Equity,24.456
2016-11-29,Crossahead,Consumer Internet,Creative Artists Discovery & Booking platform,Noida,Mohit Sharma,Seed Funding,0.0
2016-11-30,Carcrew.in,Consumer Internet,Online Car repair Marketplace,Mumbai,TVS Group,Seed Funding,4.076
2016-11-30,Chai Thela,Food & Beverage,Quick Service Restaurants,Noida,Quarizon,Seed Funding,1.777
2016-11-30,Entropik,Technology,"AI, Machine learning Solutions",Bangalore,"Dileep Bhatt,Milind Chaudhary",Seed Funding,1.63
2016-11-30,HandyTrain,Consumer Internet,Mobile App for SAAS based Training,Goa,"Silver Range Investments,Lumina Datamatics,Shun Yoshida,Others",Private Equity,8.152
2016-11-30,Indofash,eCommerce,Ethnic Indian Fashion Marketplace,Bangalore,"Shekhar Sahu,Nitesh Pant",Seed Funding,1.223
2016-11-30,Interviewpad,Technology,Engineering Interview facilitation platform,Pune,Krishna Rokhale,Seed Funding,0.815
2016-11-30,MarianaIQ,Technology,AI-driven B2B marketing platform,Bangalore,Exfinity Venture Partners,Private Equity,16.304
2016-11-30,Math Buddy,Consumer Internet,Online Math Learn,Vadodara,Menterra Social Impact Fund,Seed Funding,3.587
2016-11-30,MonkeyBox,Consumer Internet,Healthy Food Delivery platform,Bangalore,"Blume Ventures,Others",Seed Funding,0.0
2016-11-30,Pulse,Consumer Internet,Campus Social Networking App,Bangalore,SAIF Partners,Private Equity,4.076
2016-11-30,ShopsUp,eCommerce,Hyperlocal Shopping App,Bangalore,"An,Sankeshwar,Yang Shu",Seed Funding,7.85
2016-01-12,Happy2Refer,Consumer Internet,Mobile based Referral Platform,Mumbai,"Equity Crest,Vinners,Sparknext",Seed Funding,2.038
2016-01-12,Hike Messenger,Consumer Internet,P2P Messaging Service,New Delhi,"Matt Mullenweg,Adam DAngelo,Aditya Agarwal,Ruchi Sanghvi,Others",Private Equity,0.0
2016-01-12,Shopclues,eCommerce,eCommerce Marketplace,Gurgaon,"GIC,Tiger Global Management,Nexus Venture Partners",Private Equity,815.2
2016-01-12,iBus Networks,Technology,Next Generation in-building connectivity,Bangalore,"Vallabh Bhanshali,N Squared Management LLC,Jagdish,S,eep Mehta Family Office",Private Equity,18.75
2016-02-12,ActOnMagic,Technology,Cloud Analytics and Management Products,Bangalore,Jayabalan Subramanian,Seed Funding,1.019
2016-02-12,Bonhomia,Food & Beverage,premium Tea and Coffee,New Delhi,"Alok Rawat,Grey Orange Robotics",Seed Funding,8.152
2016-02-12,RKSV,Consumer Internet,Online Stock Trading Platform,Mumbai,Kalaari Capital,Private Equity,32.608
2016-02-12,iGrenEnergi,Technology,Solar Power Solutions,Mumbai,Sunil Mehta,Seed Funding,8.152
2016-04-12,Happydemic,Consumer Internet,Artist Discovery & Booking platform,Mumbai,Shaan,Seed Funding,0.0
2016-04-12,LenDen Club,Finance,Peer-to-Peer Lending Platform,Mumbai,"Anirudh Damani,Daud Ali,Narendra Karnavat,Vikas Kapoor,Vikram Lakhotia,Krishna Jhunjhunwaala,Jayesh Shah",Seed Funding,0.0
2016-04-12,MagicX,Consumer Internet,On-Demand Task Management App,Bangalore,"Kris Gopalakrishnan,Dr. Ranjan Pai",Seed Funding,8.152
2016-05-12,Capital Float,Consumer Internet,Online Lending Platform,Bangalore,"Creation Investments Capital Management,SAIF Partners,Sequoia Capital,Aspada Ventures",Private Equity,203.8
2016-05-12,Derbii,Logistics,Carpooling Services,Gurgaon,Anurag Chauhan,Seed Funding,0.0
2016-05-12,Dream Wallets,Consumer Internet,Online Crowdfunding Platform,Jaipur,"Rakesh Gupta,Aditya Agarwal,Siddharth Banerjee,Vikas Ranjan,Anshul Jindal,Sunil Koul,Sanjeev Agrawal",Seed Funding,0.0
2016-05-12,Galleri5,Consumer Internet,Visual Content Discovery platform,Bangalore,"Phanindra Sama,Raghun,an G",Seed Funding,0.0
2016-05-12,Life Circle,Healthcare,Senior Healthcare Services,Hyderabad,GROUPE SOS,Private Equity,1.223
2016-05-12,ShabdNagari,Consumer Internet,Hindi social networking portal,Kanpur,ah! Ventures,Seed Funding,0.0
2016-05-12,Unacademy,Consumer Internet,Free Online Education Platform,Bangalore,"Blume Ventures,Rajan An,An,Sumit Jain,Aprameya Radhakrishnan,Sujeet Kumar,Phanindra Sama",Seed Funding,4.076
2016-07-12,Find My Stay,Consumer Internet,Online Budget Hotel Aggregator & Booking Platform,New Delhi,"Rishi Parti,Yogesh Bansal",Seed Funding,0.0
2016-07-12,GyanDhan,Consumer Internet,Education Focused Financing Platform,New Delhi,"Stanford Angels,Harvard Angels",Seed Funding,0.0
2016-07-12,HitGrit,Consumer Internet,Online Legal Consultation platform,Chandigarh,"Ashish Mahajan,Sarvesh Sharma",Seed Funding,0.0
2016-07-12,MintM,Consumer Internet,Digital Marketing & AdTech Platform,Bangalore,"Mumbai Angels,Times Internet",Private Equity,0.0
2016-07-12,SirionLabs,Technology,SAAS based Service Agreement Management,Gurgaon,Sequoia Capital,Private Equity,99.862
2016-08-12,CroFarm,Technology,Agri-Tech supply chain Solution provider,Gurgaon,"Mukul Singhal,Rohit Jain,Himanshu Aggrawal,Sunil Goyal Ashish Gupta",Private Equity,12.228
2016-08-12,Cuberoot,Technology,Data Analytics & Audience Management Platform,Gurgaon,Undisclosed Investors,Seed Funding,4.076
2016-08-12,Faircent.com,Consumer Internet,Peer-to-Peer Lending Platform,Gurgaon,"Br,Capital",Private Equity,12.228
2016-08-12,Funcastic,Consumer Internet,B2C vernacular podcast aggregator platform,New Delhi,"HT Media Ltd,North Base Media",Seed Funding,0.0
2016-08-12,Innovaccer,Technology,Integrated Enterprise Analytics Platform,Noida,WestBridge Capital,Private Equity,127.171
2016-09-12,Glam Studios,Consumer Internet,Beauty Salon Aggregator,Noida,"Pradeep Mirani,Aqeel Ahmed,An,Ladsariya,Nitin Agarwal",Seed Funding,2.446
2016-09-12,Inuxu,Technology,Online Advertising Solutions,Pune,Fork Media,Private Equity,24.456
2016-09-12,Nykaa,eCommerce,Online Beauty products eTailer,Mumbai,"Sunil Munjal,Mariwala family",Private Equity,100.27
2016-09-12,Purple Style Labs,Consumer Internet,Personal Styling Online platform,Mumbai,"Augment Ventures,Rahul Kayan,Nikhil Golcha,Shubham Gupta,Roy Kwan",Seed Funding,3.652
2016-10-12,ZipLoan,Consumer Internet,Online Lending Platform,New Delhi,"GrowX Ventures,Sunil Kalra,Arun Venkatachalam,Badal Malick",Seed Funding,0.0
2016-12-12,Doctor Insta,Consumer Internet,Online Doctor Consulting platform,Gurgaon,RoundGlass Partners,Private Equity,16.304
2016-12-12,Fresh Food Concepts,Food & Beverage,Cold Press Juice manufacturer & seller,New Delhi,"Siddhartha Gupta,Ashvin Chadha",Seed Funding,16.304
2016-12-12,Rupaiya Exchange,Consumer Internet,P2P Lending Platform,New Delhi,Undisclosed Investors,Seed Funding,1.63
2016-12-12,UrbanPiper,Consumer Internet,Self-Branded Websites & Apps for Ecommerce,Bangalore,"Axilor,Undisclosed Investors",Seed Funding,0.0
2016-12-12,Xseed Education,Technology,Education & learning Tech platform,Bangalore,Verlinvest SA,Private Equity,81.52
2016-12-13,GoComet,Logistics,Marketplace for International Freight,Mumbai,"India Quotient,Rajul Garg,Rajesh Yabaji,Chanakya Hridaya,Ramasubramaniam B,Vishwanathan,Nobel House,Sunstone Capital",Seed Funding,0.0
2016-12-13,Indifi,Consumer Internet,Online Lending Platform,Gurgaon,Omidiyar Network,Private Equity,81.52
2016-12-13,OfBusiness,eCommerce,Online business-to-business (B2B) marketplace,Gurgaon,"Zodius Technology Opportunities Fund,Matrix Partners",Private Equity,90.487
2016-12-14,FitMeIn,Consumer Internet,Fitness Discovery & Booking platform,New Delhi,"FiNC,GHV",Seed Funding,0.0
2016-12-14,Fitpass,Consumer Internet,Fitness center aggregator & Booking mobile app,New Delhi,Mumbai Angels,Seed Funding,8.152
2016-12-14,MoEngage,Technology,User analytics and engagement platform,Bangalore,"An,Ch,rasekaran",Seed Funding,0.0
2016-12-14,Qacco,Consumer Internet,Hotel Booking platform,Gurgaon,"Lead Angels,Anbu P,ian,Prabhakar MR,Others",Seed Funding,1.223
2016-12-14,Ten3t Health,Technology,medical grade wearable patch maker,Bangalore,"V. Krishna Prasad,Bhupen Shah,Others",Seed Funding,0.0
2016-12-14,Trading Bells,Consumer Internet,Online Share & Commodity Broking platform,Indore,Swastika Investmart Ltd,Seed Funding,2.421
2016-12-15,Amagi Media Labs,Technology,Media Technology Solutions,Mumbai,"Emerald Media,PremjiInvest",Private Equity,285.32
2016-12-15,IdeaForge,Technology,Drone Manufacturing,Mumbai,"WRV Capital,Indus Age Partners,Infosys Innovation Fund",Private Equity,81.52
2016-12-15,Pocket Aces,Technology,Digital Entertainment Company,Mumbai,"Sequoia Capital India,North Base Media,Aarin Capital,3one4 Capital,Axilor Ventures,Kunal Shah,S,eep T,on",Private Equity,24.456
2016-12-15,SERVD,Consumer Internet,Financial Services For Unorganized Workforce,Pune,Digital Financial Service Lab,Seed Funding,0.815
2016-12-16,Pi Data Centers,Technology,Cloud Data Center Solutions provider,Hyderabad,Epsilon Venture Partners,Private Equity,187.496
2016-12-16,TripShelf,Consumer Internet,Holiday Packages provider,New Delhi,"GEMS Advisory,Quarizon",Seed Funding,1.003
2016-12-19,Events High,Consumer Internet,Events & Activities Marketplace,Bangalore,Axilor Ventures,Private Equity,0.0
2016-12-19,NoBroker,Consumer Internet,Rental property search portal,Bangalore,"KTB Network,SAIF Partners,Beenext Ventures,Digital Garage Inc",Private Equity,60.325
2016-12-20,Byju's,Consumer Internet,Online Learning Platform,Bangalore,International Finance Corporation,Private Equity,122.28
2016-12-20,Tiyo,Consumer Internet,Doctor Search Mobile App,Kolkata,Ajith Nair,Seed Funding,0.0
2016-12-20,VivoCarat,eCommerce,Online jewellery marketplace,Mumbai,Undisclosed Investors,Seed Funding,0.408
2016-12-20,Zoomcar,Consumer Internet,Self-Driven Cab booking platform,Bangalore,Cyber Carrier,Private Equity,0.0
2016-12-21,MamaEarth,eCommerce,Babycare Products seller,New Delhi,"Fireside Ventures,Others",Seed Funding,0.0
2016-12-21,Supr Daily,Consumer Internet,Daily Subscription based Delivery service,Mumbai,"Dr. Apoorv Ranjan Sharma,Anil Jain,Anuj Golecha,Krishna Jhunjhunwaala,Anirudh Damani",Seed Funding,0.0
2016-12-21,The BlueBook,Consumer Internet,online to offline marketing platform,Bangalore,"Indian Angel Network,LetsVenture Angel Fund",Seed Funding,4.076
2016-12-21,Vegetall,eCommerce,Online Vegetable eTailer,Chennai,The Chennai Angels,Seed Funding,1.321
2016-12-22,Innoplexus,Technology,Data as a Service Provider,Pune,HCS Venture capital fund,Private Equity,0.0
2016-12-22,MCaffeine,eCommerce,Personal care product etailer,Bangalore,"Kaushal Agarwal,Harminder Sahani,KK Mehra,Pranay Jivrajka,Navjot Saini",Seed Funding,2.446
2016-12-22,Mindler,Consumer Internet,Career Planning & Assessment platform,New Delhi,Taxmann,Seed Funding,2.641
2016-12-23,Asocon,Technology,Process management startup,Noida,Quarizon,Seed Funding,0.0
